stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,wheelchair_boarding
16311,16311,LEMMON @ KNIGHT - S - NS,LEMMON @ KNIGHT -Southbound -Near Side (before the intersection),32.814888,-96.809205,,,1
16313,16313,LEMMON @ OAK LAWN - S - FS,LEMMON @ OAK LAWN -Southbound -Far Side (after the intersection),32.811678,-96.805478,,,1
16314,16314,LEMMON @ WELBORN - S - NS,LEMMON @ WELBORN -Southbound -Near Side (before the intersection),32.811073,-96.804761,,,1
16315,16315,LEMMON @ TURTLE CREEK - S - NS,LEMMON @ TURTLE CREEK -Southbound -Near Side (before the intersection),32.809796,-96.803286,,,1
16317,16317,PEARL @ ROSS - S - NS,PEARL @ ROSS -Southbound -Near Side (before the intersection),32.788291,-96.798185,,,1
16319,16319,US 75 @ LEMMON - N - NS,US 75 @ LEMMON -Northbound -Near Side (before the intersection),32.802253,-96.792572,,,1
16320,16320,LEMMON E @ TURTLE CREEK - N - NS,LEMMON E @ TURTLE CREEK -Northbound -Near Side (before the intersection),32.809856,-96.802811,,,1
16321,16321,LEMMON @ WELBORN - N - NS,LEMMON @ WELBORN -Northbound -Near Side (before the intersection),32.81097,-96.804383,,,0
16322,16322,LEMMON @ OAK LAWN - N - NS,LEMMON @ OAK LAWN -Northbound -Near Side (before the intersection),32.811839,-96.805367,,,1
16323,16323,LEMMON @ REAGAN - N - NS,LEMMON @ REAGAN -Northbound -Near Side (before the intersection),32.812831,-96.806481,,,1
16324,16324,LEMMON @ WYCLIFF - N - NS,LEMMON @ WYCLIFF -Northbound -Near Side (before the intersection),32.816841,-96.811158,,,0
16325,16325,LEMMON @ HERSCHEL - N - NS,LEMMON @ HERSCHEL -Northbound -Near Side (before the intersection),32.817901,-96.812394,,,0
16327,16327,LEMMON @ WESTSIDE - N - FS,LEMMON @ WESTSIDE -Northbound -Far Side (after the intersection),32.823101,-96.81845,,,1
16328,16328,LEMMON @ MAHANNA - N - FS,LEMMON @ MAHANNA -Northbound -Far Side (after the intersection),32.824802,-96.820474,,,1
16356,16356,SINGLETON @ HERBERT - E - NS,SINGLETON @ HERBERT -Eastbound -Near Side (before the intersection),32.778571,-96.830292,,,1
16357,16357,SINGLETON @ BATAAN - W - NS,SINGLETON @ BATAAN -Westbound -Near Side (before the intersection),32.778606,-96.831864,,,1
16359,16359,SINGLETON @ SYLVAN - W - NS,SINGLETON @ SYLVAN -Westbound -Near Side (before the intersection),32.77864,-96.835511,,,1
16361,16361,SINGLETON @ PUGET - E - NS,SINGLETON @ PUGET -Eastbound -Near Side (before the intersection),32.778587,-96.853341,,,1
16362,16362,SINGLETON @ HARSTON - E - NS,SINGLETON @ HARSTON -Eastbound -Near Side (before the intersection),32.778541,-96.850159,,,1
16363,16363,SINGLETON @ NAVARO - E - NS,SINGLETON @ NAVARO -Eastbound -Near Side (before the intersection),32.778484,-96.84652,,,1
16364,16364,SINGLETON @ WINNETKA - E - NS,SINGLETON @ WINNETKA -Eastbound -Near Side (before the intersection),32.778451,-96.839822,,,1
16366,16366,NOMAS @ SYLVAN - W - FS,NOMAS @ SYLVAN -Westbound -Far Side (after the intersection),32.781448,-96.836243,,,1
16367,16367,NOMAS @ CONROE - E - NS,NOMAS @ CONROE -Eastbound -Near Side (before the intersection),32.781371,-96.837967,,,0
16368,16368,NOMAS @ WINNETKA - W - NS,NOMAS @ WINNETKA -Westbound -Near Side (before the intersection),32.781425,-96.839554,,,0
16369,16369,NOMAS @ CROSSMAN - W - FS,NOMAS @ CROSSMAN -Westbound -Far Side (after the intersection),32.781432,-96.841281,,,1
16370,16370,DENNISON @ CHICAGO - E - FS,DENNISON @ CHICAGO -Eastbound -Far Side (after the intersection),32.781681,-96.842827,,,1
16371,16371,DENNISON @ RUTZ - W - NS,DENNISON @ RUTZ -Westbound -Near Side (before the intersection),32.781829,-96.844788,,,0
16372,16372,DENNISON @ NAVARO - W - NS,DENNISON @ NAVARO -Westbound -Near Side (before the intersection),32.781928,-96.846215,,,0
16374,16374,VILBIG @ MCBROOM - N - FS,VILBIG @ MCBROOM -Northbound -Far Side (after the intersection),32.78292,-96.848092,,,1
16375,16375,VILBIG @ KRAFT - N - NS,VILBIG @ KRAFT -Northbound -Near Side (before the intersection),32.783946,-96.848053,,,0
16376,16376,VILBIG @ SHAW - N - NS,VILBIG @ SHAW -Northbound -Near Side (before the intersection),32.785259,-96.848053,,,1
16377,16377,BICKERS @ VILBIG - W - FS,BICKERS @ VILBIG -Westbound -Far Side (after the intersection),32.787063,-96.848198,,,0
16378,16378,BICKERS @ HARSTON - W - NS,BICKERS @ HARSTON -Westbound -Near Side (before the intersection),32.787078,-96.85009,,,0
16379,16379,BICKERS @ DARIEN - W - NS,BICKERS @ DARIEN -Westbound -Near Side (before the intersection),32.787109,-96.851769,,,0
16380,16380,BICKERS @ PUGET - W - NS,BICKERS @ PUGET -Westbound -Near Side (before the intersection),32.787101,-96.853241,,,1
16384,16384,BICKERS @ GREENLEAF - E - NS,BICKERS @ GREENLEAF -Eastbound -Near Side (before the intersection),32.786163,-96.862992,,,1
16385,16385,BICKERS @ GOLDMAN - E - MB1,BICKERS @ GOLDMAN -Eastbound -Mid Block 1 (not near the intersection),32.78709,-96.860482,,,1
16386,16386,BICKERS @ GOLDMAN - E - MB2,BICKERS @ GOLDMAN -Eastbound -Mid Block 2 (not near the intersection),32.787125,-96.859258,,,1
16388,16388,BICKERS @ PUGET - E - NS,BICKERS @ PUGET -Eastbound -Near Side (before the intersection),32.787075,-96.853539,,,0
16389,16389,BICKERS @ DARIEN - E - NS,BICKERS @ DARIEN -Eastbound -Near Side (before the intersection),32.787052,-96.852059,,,1
16390,16390,BICKERS @ HARSTON - E - NS,BICKERS @ HARSTON -Eastbound -Near Side (before the intersection),32.787044,-96.85051,,,0
16391,16391,BICKERS @ VILBIG - E - NS,BICKERS @ VILBIG -Eastbound -Near Side (before the intersection),32.787036,-96.848046,,,0
16392,16392,VILBIG @ SHAW - S - NS,VILBIG @ SHAW -Southbound -Near Side (before the intersection),32.785602,-96.84816,,,0
16393,16393,VILBIG @ KRAFT - S - NS,VILBIG @ KRAFT -Southbound -Near Side (before the intersection),32.78424,-96.848153,,,0
16395,16395,DENNISON @ NAVARO - E - NS,DENNISON @ NAVARO -Eastbound -Near Side (before the intersection),32.781768,-96.846497,,,0
16396,16396,DENNISON @ RUTZ - E - NS,DENNISON @ RUTZ -Eastbound -Near Side (before the intersection),32.781684,-96.84504,,,0
16397,16397,DENNISON @ CHICAGO - W - NS,DENNISON @ CHICAGO -Westbound -Near Side (before the intersection),32.781737,-96.842651,,,0
16398,16398,NOMAS @ CROSSMAN - E - MB,NOMAS @ CROSSMAN -Eastbound -Mid Block (not near the intersection),32.781391,-96.841256,,,1
16399,16399,NOMAS @ CONROE - W - NS,NOMAS @ CONROE -Westbound -Near Side (before the intersection),32.781402,-96.837487,,,0
16400,16400,NOMAS @ SYLVAN - E - NS,NOMAS @ SYLVAN -Eastbound -Near Side (before the intersection),32.781334,-96.836037,,,1
16404,16404,SINGLETON @ CONROE - W - NS,SINGLETON @ CONROE -Westbound -Near Side (before the intersection),32.77857,-96.837634,,,1
16405,16405,SINGLETON @ WINNETKA - W - NS,SINGLETON @ WINNETKA -Westbound -Near Side (before the intersection),32.778569,-96.839588,,,1
16406,16406,SINGLETON @ EL BENITO - W - NS,SINGLETON @ EL BENITO -Westbound -Near Side (before the intersection),32.778549,-96.843697,,,1
16407,16407,SINGLETON @ HARSTON - W - FS,SINGLETON @ HARSTON -Westbound -Far Side (after the intersection),32.778587,-96.850083,,,1
16408,16408,SINGLETON @ PUGET - W - NS,SINGLETON @ PUGET -Westbound -Near Side (before the intersection),32.778652,-96.853295,,,1
16409,16409,SINGLETON @ HAMPTON - W - FS,SINGLETON @ HAMPTON -Westbound -Far Side (after the intersection),32.778809,-96.857222,,,1
16410,16410,SINGLETON @ FISHTRAP - W - NS,SINGLETON @ FISHTRAP -Westbound -Near Side (before the intersection),32.778794,-96.860132,,,1
16411,16411,CAMP WISDOM @ DEL REY - E - NS,CAMP WISDOM @ DEL REY -Eastbound -Near Side (before the intersection),32.662101,-96.878594,,,1
16412,16412,CAMP WISDOM @ BAINBRIDGE - E - NS,CAMP WISDOM @ BAINBRIDGE -Eastbound -Near Side (before the intersection),32.662021,-96.864214,,,0
16415,16415,HAMPTON @ TALBOT - N - FS,HAMPTON @ TALBOT -Northbound -Far Side (after the intersection),32.664671,-96.856968,,,0
16416,16416,HAMPTON @ REYNOLDSTON - N - NS,HAMPTON @ REYNOLDSTON -Northbound -Near Side (before the intersection),32.675315,-96.856972,,,0
16417,16417,HAMPTON @ CAMPFIRE - N - FS,HAMPTON @ CAMPFIRE -Northbound -Far Side (after the intersection),32.682994,-96.856919,,,1
16418,16418,HAMPTON @ SWANSEE - N - NS,HAMPTON @ SWANSEE -Northbound -Near Side (before the intersection),32.687999,-96.856949,,,0
16419,16419,HAMPTON @ LEDBETTER - N - NS,HAMPTON @ LEDBETTER -Northbound -Near Side (before the intersection),32.691056,-96.856921,,,1
16420,16420,HAMPTON @ TOSCA - N - NS,HAMPTON @ TOSCA -Northbound -Near Side (before the intersection),32.69474,-96.856934,,,0
16421,16421,HAMPTON @ CROW CREEK - N - NS,HAMPTON @ CROW CREEK -Northbound -Near Side (before the intersection),32.697189,-96.856934,,,0
16422,16422,HAMPTON @ GIBBS WILLIAMS - N - NS,HAMPTON @ GIBBS WILLIAMS -Northbound -Near Side (before the intersection),32.698169,-96.856949,,,0
16423,16423,HAMPTON @ SOUTHWOOD - N - NS,HAMPTON @ SOUTHWOOD -Northbound -Near Side (before the intersection),32.699824,-96.856899,,,0
16424,16424,HAMPTON @ FIVE MILE - N - NS,HAMPTON @ FIVE MILE -Northbound -Near Side (before the intersection),32.703121,-96.856972,,,0
16425,16425,HAMPTON @ KIEST - N - NS,HAMPTON @ KIEST -Northbound -Near Side (before the intersection),32.705543,-96.857003,,,0
16426,16426,HAMPTON @ MCADAMS - N - NS,HAMPTON @ MCADAMS -Northbound -Near Side (before the intersection),32.715042,-96.856942,,,1
16427,16427,HAMPTON @ ENGLE - N - NS,HAMPTON @ ENGLE -Northbound -Near Side (before the intersection),32.718372,-96.856918,,,1
16428,16428,HAMPTON @ ILLINOIS - N - NS,HAMPTON @ ILLINOIS -Northbound -Near Side (before the intersection),32.719744,-96.856909,,,1
16429,16429,HAMPTON @ WILBUR - N - NS,HAMPTON @ WILBUR -Northbound -Near Side (before the intersection),32.722213,-96.856926,,,0
16430,16430,HAMPTON @ SHARON - N - NS,HAMPTON @ SHARON -Northbound -Near Side (before the intersection),32.730056,-96.856888,,,0
16431,16431,HAMPTON @ BURLINGTON - N - NS,HAMPTON @ BURLINGTON -Northbound -Near Side (before the intersection),32.736999,-96.856659,,,1
16432,16432,HAMPTON @ 12TH - N - NS,HAMPTON @ 12TH -Northbound -Near Side (before the intersection),32.741119,-96.85669,,,1
16433,16433,HAMPTON @ JEFFERSON - N - NS,HAMPTON @ JEFFERSON -Northbound -Near Side (before the intersection),32.747354,-96.856724,,,0
16434,16434,HAMPTON @ DAVIS - N - NS,HAMPTON @ DAVIS -Northbound -Near Side (before the intersection),32.749168,-96.856682,,,1
16435,16435,PLYMOUTH @ HAMPTON - W - FS,PLYMOUTH @ HAMPTON -Westbound -Far Side (after the intersection),32.75558,-96.857155,,,0
16437,16437,BAHAMA @ ALPACA - W - NS,BAHAMA @ ALPACA -Westbound -Near Side (before the intersection),32.75444,-96.859085,,,0
16438,16438,BAHAMA @ WEDGLEA - W - NS,BAHAMA @ WEDGLEA -Westbound -Near Side (before the intersection),32.755554,-96.860283,,,0
16439,16439,BAHAMA @ FT WORTH - N - NS,BAHAMA @ FT WORTH -Northbound -Near Side (before the intersection),32.758197,-96.863877,,,1
16441,16441,HAMPTON @ FT WORTH - N - FS,HAMPTON @ FT WORTH -Northbound -Far Side (after the intersection),32.762566,-96.856525,,,1
16442,16442,HAMPTON @ COMMERCE - N - NS,HAMPTON @ COMMERCE -Northbound -Near Side (before the intersection),32.772498,-96.85645,,,1
16443,16443,HAMPTON @ SINGLETON - N - FS,HAMPTON @ SINGLETON -Northbound -Far Side (after the intersection),32.77914,-96.856461,,,1
16444,16444,HAMPTON @ DENNISON - N - NS,HAMPTON @ DENNISON -Northbound -Near Side (before the intersection),32.781829,-96.85643,,,1
16445,16445,HAMPTON @ KRAFT - N - NS,HAMPTON @ KRAFT -Northbound -Near Side (before the intersection),32.783886,-96.856405,,,1
16446,16446,HAMPTON @ BICKERS - N - NS,HAMPTON @ BICKERS -Northbound -Near Side (before the intersection),32.786945,-96.856377,,,1
16448,16448,MOCKINGBIRD @ HARRY HINES - E - MB,MOCKINGBIRD @ HARRY HINES -Eastbound -Mid Block (not near the intersection),32.822076,-96.853778,,,1
16450,16450,INWOOD @ SOUTHWESTERN MEDICAL - S - FS,INWOOD @ SOUTHWESTERN MEDICAL -Southbound -Far Side (after the intersection),32.813476,-96.847886,,,0
16451,16451,MOCKINGBIRD @ OAKBROOK - W - NS,MOCKINGBIRD @ OAKBROOK -Westbound -Near Side (before the intersection),32.822332,-96.858454,,,1
16452,16452,MOCKINGBIRD @ ELMBROOK - W - FS,MOCKINGBIRD @ ELMBROOK -Westbound -Far Side (after the intersection),32.822141,-96.864361,,,0
16453,16453,MOCKINGBIRD @ ENVOY - S - FS,MOCKINGBIRD @ ENVOY -Southbound -Far Side (after the intersection),32.816405,-96.872168,,,1
16454,16454,MOCKINGBIRD @ AMBASSADOR - S - FS,MOCKINGBIRD @ AMBASSADOR -Southbound -Far Side (after the intersection),32.814686,-96.873565,,,0
16455,16455,MOCKINGBIRD @ HALIFAX - S - NS,MOCKINGBIRD @ HALIFAX -Southbound -Near Side (before the intersection),32.81227,-96.873784,,,0
16456,16456,HAMPTON @ LEATH - S - NS,HAMPTON @ LEATH -Southbound -Near Side (before the intersection),32.78965,-96.856545,,,1
16457,16457,HAMPTON @ KRAFT - S - NS,HAMPTON @ KRAFT -Southbound -Near Side (before the intersection),32.784126,-96.856545,,,1
16458,16458,HAMPTON @ DENNISON - S - NS,HAMPTON @ DENNISON -Southbound -Near Side (before the intersection),32.782325,-96.85656,,,1
16459,16459,HAMPTON @ SINGLETON - S - MB,HAMPTON @ SINGLETON -Southbound -Mid Block (not near the intersection),32.779781,-96.856636,,,1
16461,16461,FT WORTH @ HAMPTON - W - FS,FT WORTH @ HAMPTON -Westbound -Far Side (after the intersection),32.76201,-96.857287,,,1
16462,16462,FT WORTH @ COLORADO - W - FS,FT WORTH @ COLORADO -Westbound -Far Side (after the intersection),32.761031,-96.859208,,,1
16464,16464,BAHAMA @ FT WORTH - S - FS,BAHAMA @ FT WORTH -Southbound -Far Side (after the intersection),32.75751,-96.863331,,,1
16465,16465,BAHAMA @ WEDGLEA - E - FS,BAHAMA @ WEDGLEA -Eastbound -Far Side (after the intersection),32.755473,-96.860371,,,1
16470,16470,HAMPTON @ ALCO - S - NS,HAMPTON @ ALCO -Southbound -Near Side (before the intersection),32.747022,-96.856992,,,0
16471,16471,HAMPTON @ 12TH - S - NS,HAMPTON @ 12TH -Southbound -Near Side (before the intersection),32.741405,-96.856903,,,1
16472,16472,HAMPTON @ BROOKLYN - S - NS,HAMPTON @ BROOKLYN -Southbound -Near Side (before the intersection),32.739307,-96.856835,,,0
16473,16473,HAMPTON @ BURLINGTON - S - NS,HAMPTON @ BURLINGTON -Southbound -Near Side (before the intersection),32.737285,-96.856842,,,1
16474,16474,HAMPTON @ CLARENDON - S - NS,HAMPTON @ CLARENDON -Southbound -Near Side (before the intersection),32.73508,-96.856888,,,1
16475,16475,HAMPTON @ EMMETT - S - NS,HAMPTON @ EMMETT -Southbound -Near Side (before the intersection),32.733123,-96.856949,,,1
16476,16476,HAMPTON @ BRANDON - S - NS,HAMPTON @ BRANDON -Southbound -Near Side (before the intersection),32.732303,-96.857041,,,1
16477,16477,HAMPTON @ SHARON - S - NS,HAMPTON @ SHARON -Southbound -Near Side (before the intersection),32.730295,-96.857114,,,0
16478,16478,HAMPTON @ BENTLEY - S - NS,HAMPTON @ BENTLEY -Southbound -Near Side (before the intersection),32.728454,-96.857109,,,0
16479,16479,HAMPTON @ MOUNTAIN LAKE - S - NS,HAMPTON @ MOUNTAIN LAKE -Southbound -Near Side (before the intersection),32.722,-96.857102,,,0
16480,16480,HAMPTON @ CLEARVIEW - S - NS,HAMPTON @ CLEARVIEW -Southbound -Near Side (before the intersection),32.717834,-96.857102,,,0
16481,16481,HAMPTON @ MCADAMS - S - NS,HAMPTON @ MCADAMS -Southbound -Near Side (before the intersection),32.715305,-96.857132,,,1
16482,16482,HAMPTON @ KIEST - S - NS,HAMPTON @ KIEST -Southbound -Near Side (before the intersection),32.705929,-96.857216,,,0
16483,16483,HAMPTON @ FIVE MILE - S - NS,HAMPTON @ FIVE MILE -Southbound -Near Side (before the intersection),32.70367,-96.857182,,,0
16484,16484,HAMPTON @ BONNYWOOD - S - NS,HAMPTON @ BONNYWOOD -Southbound -Near Side (before the intersection),32.701975,-96.857158,,,0
16485,16485,HAMPTON @ GIBBS WILLIAMS - S - NS,HAMPTON @ GIBBS WILLIAMS -Southbound -Near Side (before the intersection),32.698371,-96.857144,,,0
16486,16486,HAMPTON @ CROW CREEK - S - NS,HAMPTON @ CROW CREEK -Southbound -Near Side (before the intersection),32.697185,-96.857109,,,1
16487,16487,HAMPTON @ VATICAN - S - FS,HAMPTON @ VATICAN -Southbound -Far Side (after the intersection),32.693332,-96.85714,,,1
16488,16488,HAMPTON @ LEDBETTER - S - NS,HAMPTON @ LEDBETTER -Southbound -Near Side (before the intersection),32.691307,-96.85719,,,1
16489,16489,HAMPTON @ SWANSEE - S - FS,HAMPTON @ SWANSEE -Southbound -Far Side (after the intersection),32.68816,-96.857197,,,0
16490,16490,HAMPTON @ CAMPFIRE - S - NS,HAMPTON @ CAMPFIRE -Southbound -Near Side (before the intersection),32.682978,-96.857149,,,1
16493,16493,HAMPTON @ RED BIRD - S - FS,HAMPTON @ RED BIRD -Southbound -Far Side (after the intersection),32.671184,-96.857201,,,0
16494,16494,HAMPTON @ CLUB TERRACE - S - NS,HAMPTON @ CLUB TERRACE -Southbound -Near Side (before the intersection),32.66938,-96.857193,,,0
16497,16497,HAMPTON @ CAMP WISDOM - S - NS,HAMPTON @ CAMP WISDOM -Southbound -Near Side (before the intersection),32.662529,-96.857245,,,0
16499,16499,CAMP WISDOM @ BAINBRIDGE - W - FS,CAMP WISDOM @ BAINBRIDGE -Westbound -Far Side (after the intersection),32.662281,-96.864225,,,0
16501,16501,DAVIS @ COCKRELL HILL - E - MB2,DAVIS @ COCKRELL HILL -Eastbound -Mid Block 2 (not near the intersection),32.749569,-96.895367,,,1
16504,16504,WESTMORELAND @ COLORADO - N - MB,WESTMORELAND @ COLORADO -Northbound -Mid Block (not near the intersection),32.755912,-96.873963,,,0
16505,16505,COLORADO @ HARTSDALE - E - NS,COLORADO @ HARTSDALE -Eastbound -Near Side (before the intersection),32.759697,-96.868986,,,0
16506,16506,COLORADO @ WESTMOUNT - E - FS,COLORADO @ WESTMOUNT -Eastbound -Far Side (after the intersection),32.759681,-96.866832,,,1
16507,16507,COLORADO @ JACQUELINE - E - NS,COLORADO @ JACQUELINE -Eastbound -Near Side (before the intersection),32.759658,-96.864577,,,0
16509,16509,FT WORTH @ WALTER - E - NS,FT WORTH @ WALTER -Eastbound -Near Side (before the intersection),32.759777,-96.861199,,,0
16510,16510,FT WORTH @ COLORADO - E - NS,FT WORTH @ COLORADO -Eastbound -Near Side (before the intersection),32.760947,-96.858945,,,1
16511,16511,COLORADO @ HAMPTON - E - NS,COLORADO @ HAMPTON -Eastbound -Near Side (before the intersection),32.760128,-96.856934,,,0
16512,16512,PLYMOUTH @ COLORADO - N - FS,PLYMOUTH @ COLORADO -Northbound -Far Side (after the intersection),32.760536,-96.850434,,,0
16513,16513,FT WORTH @ NAVARO - E - NS,FT WORTH @ NAVARO -Eastbound -Near Side (before the intersection),32.76537,-96.847156,,,0
16514,16514,COMMERCE @ HASLETT - E - NS,COMMERCE @ HASLETT -Eastbound -Near Side (before the intersection),32.773331,-96.829523,,,1
16516,16516,COMMERCE @ LEW STERRETT CROSSWALK - E -  NS,COMMERCE @ LEW STERRETT CROSSWALK -Eastbound -Near Side (before the intersection),32.776432,-96.814904,,,1
16517,16517,COMMERCE @ HASLETT - W - NS,COMMERCE @ HASLETT -Westbound -Near Side (before the intersection),32.773651,-96.829003,,,0
16519,16519,FT WORTH @ WINNETKA - W - NS,FT WORTH @ WINNETKA -Westbound -Near Side (before the intersection),32.767468,-96.839999,,,0
16521,16521,COLORADO @ OAK CLIFF - W - NS,COLORADO @ OAK CLIFF -Westbound -Near Side (before the intersection),32.760265,-96.854294,,,0
16522,16522,COLORADO @ FT WORTH - W - MB,COLORADO @ FT WORTH -Westbound -Mid Block (not near the intersection),32.760715,-96.858292,,,1
16524,16524,JACQUELINE @ COLORADO - W - NS,JACQUELINE @ COLORADO -Westbound -Near Side (before the intersection),32.759351,-96.863929,,,0
16543,16543,CLARENDON @ OGDEN - W - NS,CLARENDON @ OGDEN -Westbound -Near Side (before the intersection),32.735073,-96.889832,,,0
16544,16544,CLARENDON @ COCKRELL HILL - W - NS,CLARENDON @ COCKRELL HILL -Westbound -Near Side (before the intersection),32.735053,-96.891259,,,0
16545,16545,COCKRELL HILL @ HIGGINS - N - NS,COCKRELL HILL @ HIGGINS -Northbound -Near Side (before the intersection),32.739757,-96.891373,,,0
16546,16546,COCKRELL HILL @ GARFIELD - N - NS,COCKRELL HILL @ GARFIELD -Northbound -Near Side (before the intersection),32.741003,-96.891286,,,0
16547,16547,LANCASTER @ KINGSLEY - N - NS,LANCASTER @ KINGSLEY -Northbound -Near Side (before the intersection),32.688552,-96.790574,,,1
16552,16552,LANCASTER @ CORNING - N - NS,LANCASTER @ CORNING -Northbound -Near Side (before the intersection),32.709644,-96.80259,,,1
16553,16553,LANCASTER @ SANER - N - NS,LANCASTER @ SANER -Northbound -Near Side (before the intersection),32.713012,-96.804322,,,1
16561,16561,EWING @ 15TH - N - NS,EWING @ 15TH -Northbound -Near Side (before the intersection),32.739839,-96.812241,,,1
16562,16562,LAMAR @ JACKSON - S - NS,LAMAR @ JACKSON -Southbound -Near Side (before the intersection),32.778259,-96.803933,,,1
16563,16563,EWING @ 15TH - S - NS,EWING @ 15TH -Southbound -Near Side (before the intersection),32.740226,-96.812401,,,0
16572,16572,LANCASTER @ SANER - S - FS,LANCASTER @ SANER -Southbound -Far Side (after the intersection),32.71285,-96.804642,,,1
16573,16573,LANCASTER @ CORNING - S - NS,LANCASTER @ CORNING -Southbound -Near Side (before the intersection),32.709802,-96.803096,,,1
16574,16574,LANCASTER @ OVERTON - S - NS,LANCASTER @ OVERTON -Southbound -Near Side (before the intersection),32.70472,-96.799672,,,1
16578,16578,LANCASTER @ KINGSLEY - S - NS,LANCASTER @ KINGSLEY -Southbound -Near Side (before the intersection),32.688934,-96.791044,,,0
16583,16583,MORGAN @ TEXOMA - W - NS,MORGAN @ TEXOMA -Westbound -Near Side (before the intersection),32.654117,-96.773171,,,0
16584,16584,MORGAN @ SAN JOSE - W - NS,MORGAN @ SAN JOSE -Westbound -Near Side (before the intersection),32.653217,-96.774987,,,0
16585,16585,MORGAN @ SANTA ROSA - W - NS,MORGAN @ SANTA ROSA -Westbound -Near Side (before the intersection),32.652653,-96.776241,,,0
16586,16586,MORGAN @ LANCASTER - W - MB1,MORGAN @ LANCASTER -Westbound -Mid Block 1 (not near the intersection),32.65181,-96.777924,,,0
16587,16587,LANCASTER @ PALO ALTO - N - NS,LANCASTER @ PALO ALTO -Northbound -Near Side (before the intersection),32.651054,-96.782189,,,0
16588,16588,LANCASTER @ PLAZA - N - NS,LANCASTER @ PLAZA -Northbound -Near Side (before the intersection),32.653366,-96.782608,,,0
16612,16612,MORGAN @ TEXOMA WAY- E - NS,MORGAN @ TEXOMA WAY-Eastbound -Near Side (before the intersection),32.653953,-96.773346,,,0
16642,16642,BONNIE VIEW @ HIGHLAND WOODS - S - FS,BONNIE VIEW @ HIGHLAND WOODS -Southbound -Far Side (after the intersection),32.681468,-96.767008,,,0
16643,16643,SIMPSON STUART @ BONNIE VIEW - E - FS,SIMPSON STUART @ BONNIE VIEW -Eastbound -Far Side (after the intersection),32.672996,-96.762078,,,0
16644,16644,SIMPSON STUART @ FLAGSTAFF - E - NS,SIMPSON STUART @ FLAGSTAFF -Eastbound -Near Side (before the intersection),32.675308,-96.75741,,,0
16645,16645,SIMPSON STUART @ PARK MANOR - E - FS,SIMPSON STUART @ PARK MANOR -Eastbound -Far Side (after the intersection),32.676895,-96.754113,,,0
16646,16646,GOLDEN GATE @ FIREWOOD - S - NS,GOLDEN GATE @ FIREWOOD -Southbound -Near Side (before the intersection),32.677501,-96.749489,,,0
16647,16647,GOLDEN GATE @ AMBROSE - S - NS,GOLDEN GATE @ AMBROSE -Southbound -Near Side (before the intersection),32.676929,-96.748589,,,0
16648,16648,GOLDEN GATE @ MEHALIA - S - NS,GOLDEN GATE @ MEHALIA -Southbound -Near Side (before the intersection),32.675563,-96.74849,,,0
16649,16649,J J LEMMON @ TEXAS COLLEGE - S - NS,J J LEMMON @ TEXAS COLLEGE -Southbound -Near Side (before the intersection),32.672668,-96.746598,,,0
16650,16650,J J LEMMON @ WILEY COLLEGE - S - NS,J J LEMMON @ WILEY COLLEGE -Southbound -Near Side (before the intersection),32.671104,-96.74569,,,0
16657,16657,CINNAMON OAKS @ HIDDEN TRAIL - N - NS,CINNAMON OAKS @ HIDDEN TRAIL -Northbound -Near Side (before the intersection),32.661514,-96.769394,,,0
16658,16658,CINNAMON OAKS @ ALTA MESA - N - NS,CINNAMON OAKS @ ALTA MESA -Northbound -Near Side (before the intersection),32.659847,-96.76828,,,0
16660,16660,PACESETTER @ HIDDEN TRAIL - E - NS,PACESETTER @ HIDDEN TRAIL -Eastbound -Near Side (before the intersection),32.664779,-96.76796,,,0
16661,16661,PACESETTER @ STRAWBERRY - E - NS,PACESETTER @ STRAWBERRY -Eastbound -Near Side (before the intersection),32.666874,-96.763604,,,0
16662,16662,PACESETTER @ BONNIE VIEW - E - NS,PACESETTER @ BONNIE VIEW -Eastbound -Near Side (before the intersection),32.668418,-96.760277,,,0
16663,16663,HIGHLAND HILLS @ BONNIE VIEW - E - FS,HIGHLAND HILLS @ BONNIE VIEW -Eastbound -Far Side (after the intersection),32.670932,-96.761101,,,0
16664,16664,HIGHLAND HILLS @ BARABOO - N - NS,HIGHLAND HILLS @ BARABOO -Northbound -Near Side (before the intersection),32.671627,-96.760041,,,0
16665,16665,HIGHLAND HILLS @ SIMPSON STUART - N - MB,HIGHLAND HILLS @ SIMPSON STUART -Northbound -Mid Block (not near the intersection),32.673225,-96.759316,,,1
16666,16666,HIGHLAND HILLS @ MOONSTONE - W - NS,HIGHLAND HILLS @ MOONSTONE -Westbound -Near Side (before the intersection),32.675922,-96.761948,,,1
16667,16667,BONNIE VIEW @ PERSIMMON - N - NS,BONNIE VIEW @ PERSIMMON -Northbound -Near Side (before the intersection),32.678596,-96.764603,,,1
16668,16668,BONNIE VIEW @ CARDIFF - N - NS,BONNIE VIEW @ CARDIFF -Northbound -Near Side (before the intersection),32.688446,-96.770333,,,1
16669,16669,BONNIE VIEW @ 56TH - N - NS,BONNIE VIEW @ 56TH -Northbound -Near Side (before the intersection),32.690139,-96.771172,,,0
16671,16671,LEDBETTER @ LANCASTER - E - FS,LEDBETTER @ LANCASTER -Eastbound -Far Side (after the intersection),32.686485,-96.788544,,,1
