stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,wheelchair_boarding
12901,12901,FOREST @ SHEPHERD - E - NS,FOREST @ SHEPHERD -Eastbound -Near Side (before the intersection),32.909084,-96.750428,,,1
12908,12908,WALNUT HILL @ RAMBLER - W - MB,WALNUT HILL @ RAMBLER -Westbound -Mid Block (not near the intersection),32.883429,-96.760942,,,1
12909,12909,WALNUT HILL @ GREENVILLE - E - MB,WALNUT HILL @ GREENVILLE -Eastbound -Mid Block (not near the intersection),32.883151,-96.760168,,,0
12916,12916,MATILDA @ PENROSE - S - NS,MATILDA @ PENROSE -Southbound -Near Side (before the intersection),32.832439,-96.767991,,,0
12917,12917,MATILDA @ MCCOMMAS - S - NS,MATILDA @ MCCOMMAS -Southbound -Near Side (before the intersection),32.830131,-96.767975,,,0
12918,12918,MATILDA @ MONTICELLO - S - NS,MATILDA @ MONTICELLO -Southbound -Near Side (before the intersection),32.827129,-96.767991,,,0
12919,12919,MATILDA @ VANDERBILT - S - NS,MATILDA @ VANDERBILT -Southbound -Near Side (before the intersection),32.825092,-96.767998,,,0
12920,12920,MATILDA @ VICKERY - S - NS,MATILDA @ VICKERY -Southbound -Near Side (before the intersection),32.823062,-96.767998,,,0
12921,12921,MATILDA @ VELASCO - S - NS,MATILDA @ VELASCO -Southbound -Near Side (before the intersection),32.821076,-96.768052,,,0
12922,12922,MATILDA @ GOLIAD - S - NS,MATILDA @ GOLIAD -Southbound -Near Side (before the intersection),32.818781,-96.768052,,,0
12923,12923,MATILDA @ RICHMOND - S - NS,MATILDA @ RICHMOND -Southbound -Near Side (before the intersection),32.81628,-96.768063,,,1
12924,12924,MATILDA @ ORAM - S - NS,MATILDA @ ORAM -Southbound -Near Side (before the intersection),32.813968,-96.768085,,,0
12925,12925,MATILDA @ LEWIS - S - NS,MATILDA @ LEWIS -Southbound -Near Side (before the intersection),32.812256,-96.7686,,,0
12926,12926,ROSS @ HOPE - W - NS,ROSS @ HOPE -Westbound -Near Side (before the intersection),32.811161,-96.769135,,,0
12936,12936,LIVE OAK @ WASHINGTON - W - NS,LIVE OAK @ WASHINGTON -Westbound -Near Side (before the intersection),32.79467,-96.782202,,,0
12937,12937,LIVE OAK @ HALL - W - NS,LIVE OAK @ HALL -Westbound -Near Side (before the intersection),32.792266,-96.785061,,,1
12938,12938,LIVE OAK @ LIBERTY - W - NS,LIVE OAK @ LIBERTY -Westbound -Near Side (before the intersection),32.790187,-96.787513,,,1
12939,12939,LIVE OAK @ CANTEGRAL - W - NS,LIVE OAK @ CANTEGRAL -Westbound -Near Side (before the intersection),32.788717,-96.789263,,,1
12940,12940,LIVE OAK @ CANTEGRAL - E - MB,LIVE OAK @ CANTEGRAL -Eastbound -Mid Block (not near the intersection),32.788347,-96.789583,,,1
12941,12941,LIVE OAK @ TEXAS - E - NS,LIVE OAK @ TEXAS -Eastbound -Near Side (before the intersection),32.789222,-96.788531,,,0
12942,12942,LIVE OAK @ SKILES - E - MB,LIVE OAK @ SKILES -Eastbound -Mid Block (not near the intersection),32.791007,-96.786316,,,1
12944,12944,LIVE OAK @ HASKELL - E - NS,LIVE OAK @ HASKELL -Eastbound -Near Side (before the intersection),32.796386,-96.779923,,,1
12954,12954,ROSS @ HOPE - E - FS,ROSS @ HOPE -Eastbound -Far Side (after the intersection),32.811111,-96.769082,,,1
12955,12955,MATILDA @ LEWIS - N - FS,MATILDA @ LEWIS -Northbound -Far Side (after the intersection),32.812336,-96.768486,,,1
12956,12956,MATILDA @ ORAM - N - NS,MATILDA @ ORAM -Northbound -Near Side (before the intersection),32.813758,-96.768006,,,1
12957,12957,MATILDA @ RICHMOND - N - NS,MATILDA @ RICHMOND -Northbound -Near Side (before the intersection),32.815776,-96.767998,,,1
12958,12958,MATILDA @ GOLIAD - N - NS,MATILDA @ GOLIAD -Northbound -Near Side (before the intersection),32.818512,-96.767955,,,1
12959,12959,MATILDA @ VELASCO - N - NS,MATILDA @ VELASCO -Northbound -Near Side (before the intersection),32.820789,-96.767944,,,1
12960,12960,MATILDA @ VICKERY - N - NS,MATILDA @ VICKERY -Northbound -Near Side (before the intersection),32.822864,-96.76796,,,0
12961,12961,MATILDA @ VANDERBILT - N - FS,MATILDA @ VANDERBILT -Northbound -Far Side (after the intersection),32.825073,-96.767901,,,1
12962,12962,MATILDA @ MONTICELLO - N - NS,MATILDA @ MONTICELLO -Northbound -Near Side (before the intersection),32.826902,-96.767901,,,0
12963,12963,MATILDA @ MCCOMMAS - N - NS,MATILDA @ MCCOMMAS -Northbound -Near Side (before the intersection),32.829773,-96.767914,,,0
12964,12964,MATILDA @ PENROSE - N - NS,MATILDA @ PENROSE -Northbound -Near Side (before the intersection),32.832149,-96.767899,,,1
12965,12965,MATILDA @ ANITA - N - FS,MATILDA @ ANITA -Northbound -Far Side (after the intersection),32.834816,-96.767879,,,1
12967,12967,GREENVILLE @ SOUTHWESTERN - N - MB1,GREENVILLE @ SOUTHWESTERN -Northbound -Mid Block 1 (not near the intersection),32.852885,-96.769372,,,1
12971,12971,WALNUT HILL @ RAMBLER - W - NS,WALNUT HILL @ RAMBLER -Westbound -Near Side (before the intersection),32.88342,-96.76221,,,1
12983,12983,GREENVILLE @ UNIVERSITY - N - NS,GREENVILLE @ UNIVERSITY -Northbound -Near Side (before the intersection),32.845298,-96.769982,,,0
12985,12985,GREENVILLE @ UNIVERSITY - S - NS,GREENVILLE @ UNIVERSITY -Southbound -Near Side (before the intersection),32.845829,-96.77018,,,1
12986,12986,GREENVILLE @ SOUTHWESTERN - N - NS,GREENVILLE @ SOUTHWESTERN -Northbound -Near Side (before the intersection),32.85691,-96.768501,,,1
13010,13010,ERVAY @ SOUTH - N - NS,ERVAY @ SOUTH -Northbound -Near Side (before the intersection),32.762334,-96.777547,,,0
13011,13011,ERVAY @ AL LIPSCOMB WAY - N - NS,ERVAY @ AL LIPSCOMB WAY -Northbound -Near Side (before the intersection),32.764202,-96.780159,,,1
13012,13012,ERVAY @ SANGER - N - FS,ERVAY @ SANGER -Northbound -Far Side (after the intersection),32.765266,-96.781243,,,1
13015,13015,ERVAY @ BEAUMONT - N - FS,ERVAY @ BEAUMONT -Northbound -Far Side (after the intersection),32.770381,-96.787667,,,0
13020,13020,ERVAY @ MARILLA - N - NS,ERVAY @ MARILLA -Northbound -Near Side (before the intersection),32.776847,-96.795754,,,1
13021,13021,ERVAY @ YOUNG - N - NS,ERVAY @ YOUNG -Northbound -Near Side (before the intersection),32.777801,-96.796135,,,1
13023,13023,ST PAUL @ CADIZ - S - NS,ST PAUL @ CADIZ -Southbound -Near Side (before the intersection),32.776363,-96.793374,,,1
13024,13024,ST PAUL @ GRIFFIN - S - MB,ST PAUL @ GRIFFIN -Southbound -Mid Block (not near the intersection),32.774858,-96.791697,,,1
13028,13028,ERVAY @ BEAUMONT - S - NS,ERVAY @ BEAUMONT -Southbound -Near Side (before the intersection),32.770229,-96.787598,,,0
13032,13032,ERVAY @ SANGER - S - NS,ERVAY @ SANGER -Southbound -Near Side (before the intersection),32.765035,-96.78112,,,0
13033,13033,ERVAY @ AL LIPSCOMB WAY - S - FS,ERVAY @ AL LIPSCOMB WAY -Southbound -Far Side (after the intersection),32.763969,-96.780068,,,1
13034,13034,ERVAY @ SOUTH - S - NS,ERVAY @ SOUTH -Southbound -Near Side (before the intersection),32.762535,-96.7785,,,1
13056,13056,ABRAMS @ RICHMOND - S - MB,ABRAMS @ RICHMOND -Southbound -Mid Block (not near the intersection),32.816673,-96.75298,,,1
13060,13060,ABRAMS @ WORTH - S - NS,ABRAMS @ WORTH -Southbound -Near Side (before the intersection),32.809921,-96.752945,,,1
13062,13062,ABRAMS @ GASTON - N - FS,ABRAMS @ GASTON -Northbound -Far Side (after the intersection),32.81475,-96.752442,,,1
13064,13064,ABRAMS @ BEACON - S - NS,ABRAMS @ BEACON -Southbound -Near Side (before the intersection),32.801529,-96.75631,,,1
13065,13065,COLUMBIA @ ORIENT - S - NS,COLUMBIA @ ORIENT -Southbound -Near Side (before the intersection),32.799438,-96.758538,,,0
13066,13066,COLUMBIA @ MUNGER - S - NS,COLUMBIA @ MUNGER -Southbound -Near Side (before the intersection),32.797695,-96.760697,,,1
13068,13068,COLUMBIA @ FITZHUGH - S - NS,COLUMBIA @ FITZHUGH -Southbound -Near Side (before the intersection),32.795299,-96.763596,,,1
13069,13069,COLUMBIA @ PRAIRIE - S - NS,COLUMBIA @ PRAIRIE -Southbound -Near Side (before the intersection),32.794499,-96.764703,,,0
13070,13070,COLUMBIA @ COLSON - S - NS,COLUMBIA @ COLSON -Southbound -Near Side (before the intersection),32.792941,-96.76648,,,1
13071,13071,COLUMBIA @ CARROLL - S - FS,COLUMBIA @ CARROLL -Southbound -Far Side (after the intersection),32.79164,-96.767742,,,1
13072,13072,MAIN @ PEAK - S - FS,MAIN @ PEAK -Southbound -Far Side (after the intersection),32.789485,-96.76973,,,1
13073,13073,MAIN @ HASKELL - S - NS,MAIN @ HASKELL -Southbound -Near Side (before the intersection),32.788738,-96.770615,,,0
13075,13075,ELM @ HALL - W - NS,ELM @ HALL -Westbound -Near Side (before the intersection),32.785653,-96.778968,,,1
13076,13076,ELM @ MALCOLM X - W - NS,ELM @ MALCOLM X -Westbound -Near Side (before the intersection),32.784973,-96.782332,,,1
13077,13077,ELM @ GOOD-LATIMER - W - FS,ELM @ GOOD-LATIMER -Westbound -Far Side (after the intersection),32.78402,-96.787007,,,0
13082,13082,MAIN @ HASKELL - N - NS,MAIN @ HASKELL -Northbound -Near Side (before the intersection),32.788349,-96.77089,,,1
13083,13083,MAIN @ PEAK - N - NS,MAIN @ PEAK -Northbound -Near Side (before the intersection),32.789848,-96.76902,,,1
13084,13084,MAIN @ CARROLL - N - NS,MAIN @ CARROLL -Northbound -Near Side (before the intersection),32.791404,-96.767525,,,1
13085,13085,COLUMBIA @ COLSON - N - NS,COLUMBIA @ COLSON -Northbound -Near Side (before the intersection),32.792465,-96.766762,,,0
13086,13086,COLUMBIA @ PRAIRIE - N - NS,COLUMBIA @ PRAIRIE -Northbound -Near Side (before the intersection),32.794143,-96.764725,,,1
13087,13087,COLUMBIA @ FITZHUGH - N - NS,COLUMBIA @ FITZHUGH -Northbound -Near Side (before the intersection),32.794929,-96.763671,,,1
13089,13089,COLUMBIA @ MUNGER - N - NS,COLUMBIA @ MUNGER -Northbound -Near Side (before the intersection),32.796787,-96.761498,,,1
13090,13090,COLUMBIA @ ST MARY - N - NS,COLUMBIA @ ST MARY -Northbound -Near Side (before the intersection),32.79758,-96.760506,,,0
13091,13091,COLUMBIA @ ORIENT - N - NS,COLUMBIA @ ORIENT -Northbound -Near Side (before the intersection),32.799163,-96.758515,,,0
13093,13093,ABRAMS @ FULTON - N - NS,ABRAMS @ FULTON -Northbound -Near Side (before the intersection),32.801884,-96.755819,,,1
13094,13094,ABRAMS @ VICTOR - N - FS,ABRAMS @ VICTOR -Northbound -Far Side (after the intersection),32.805174,-96.755432,,,0
13095,13095,ABRAMS @ GLASGOW - N - NS,ABRAMS @ GLASGOW -Northbound -Near Side (before the intersection),32.807415,-96.753861,,,1
13097,13097,ABRAMS @ WORTH - N - NS,ABRAMS @ WORTH -Northbound -Near Side (before the intersection),32.809833,-96.752747,,,1
13098,13098,ABRAMS @ LA VISTA - N - NS,ABRAMS @ LA VISTA -Northbound -Near Side (before the intersection),32.812564,-96.751587,,,1
13099,13099,ABRAMS @ RICHMOND - N - NS,ABRAMS @ RICHMOND -Northbound -Near Side (before the intersection),32.815975,-96.752861,,,1
13100,13100,ADAMS @ GRIFFITH - S - NS,ADAMS @ GRIFFITH -Southbound -Near Side (before the intersection),32.735206,-96.830796,,,0
13101,13101,LLEWELLYN @ BROOKLYN - N - FS,LLEWELLYN @ BROOKLYN -Northbound -Far Side (after the intersection),32.739395,-96.832131,,,1
13102,13102,LLEWELLYN @ 12TH - N - NS,LLEWELLYN @ 12TH -Northbound -Near Side (before the intersection),32.741005,-96.832131,,,0
13103,13103,LLEWELLYN @ JEFFERSON - N - NS,LLEWELLYN @ JEFFERSON -Northbound -Near Side (before the intersection),32.74295,-96.832055,,,1
13104,13104,LLEWELLYN @ 10TH - N - FS,LLEWELLYN @ 10TH -Northbound -Far Side (after the intersection),32.745406,-96.83209,,,0
13105,13105,LLEWELLYN @ DAVIS - N - NS,LLEWELLYN @ DAVIS -Northbound -Near Side (before the intersection),32.749351,-96.831658,,,0
13118,13118,MARKET @ JACKSON - N - FS,MARKET @ JACKSON -Northbound -Far Side (after the intersection),32.778015,-96.805642,,,1
13132,13132,LLEWELLYN @ 7TH - S - NS,LLEWELLYN @ 7TH -Southbound -Near Side (before the intersection),32.749027,-96.831925,,,1
13133,13133,LLEWELLYN @ MELBA - S - NS,LLEWELLYN @ MELBA -Southbound -Near Side (before the intersection),32.747333,-96.832146,,,0
13134,13134,LLEWELLYN @ JEFFERSON - S - NS,LLEWELLYN @ JEFFERSON -Southbound -Near Side (before the intersection),32.743366,-96.832177,,,1
13135,13135,LLEWELLYN @ 12TH - S - NS,LLEWELLYN @ 12TH -Southbound -Near Side (before the intersection),32.74142,-96.832177,,,0
13136,13136,LLEWELLYN @ BROOKLYN - S - NS,LLEWELLYN @ BROOKLYN -Southbound -Near Side (before the intersection),32.739334,-96.832161,,,0
13137,13137,ADAMS @ YARMOUTH - S - FS,ADAMS @ YARMOUTH -Southbound -Far Side (after the intersection),32.736538,-96.830811,,,0
13138,13138,VERNON @ ILLINOIS - S - FS,VERNON @ ILLINOIS -Southbound -Far Side (after the intersection),32.720026,-96.836931,,,0
13139,13139,VERNON @ LUDLOW - N - NS,VERNON @ LUDLOW -Northbound -Near Side (before the intersection),32.723522,-96.836708,,,0
13140,13140,VERNON @ FERNDALE - N - NS,VERNON @ FERNDALE -Northbound -Near Side (before the intersection),32.725996,-96.836678,,,0
13141,13141,VERNON @ PIONEER - N - FS,VERNON @ PIONEER -Northbound -Far Side (after the intersection),32.728198,-96.836747,,,0
13142,13142,VERNON @ MONSSEN - N - NS,VERNON @ MONSSEN -Northbound -Near Side (before the intersection),32.730297,-96.836731,,,0
13145,13145,TYLER @ CLARENDON - N - NS,TYLER @ CLARENDON -Northbound -Near Side (before the intersection),32.73513,-96.837494,,,0
13147,13147,TYLER @ PEMBROKE - N - NS,TYLER @ PEMBROKE -Northbound -Near Side (before the intersection),32.738208,-96.837502,,,0
13148,13148,TYLER @ PAGE - N - NS,TYLER @ PAGE -Northbound -Near Side (before the intersection),32.740074,-96.837555,,,0
13149,13149,TYLER @ 12TH - N - NS,TYLER @ 12TH -Northbound -Near Side (before the intersection),32.740939,-96.837592,,,0
13150,13150,TYLER @ JEFFERSON - N - NS,TYLER @ JEFFERSON -Northbound -Near Side (before the intersection),32.742961,-96.837525,,,1
13151,13151,TYLER @ 10TH - N - NS,TYLER @ 10TH -Northbound -Near Side (before the intersection),32.745027,-96.837509,,,1
13152,13152,TYLER @ 9TH - N - NS,TYLER @ 9TH -Northbound -Near Side (before the intersection),32.746246,-96.837489,,,1
13153,13153,TYLER @ 8TH - N - NS,TYLER @ 8TH -Northbound -Near Side (before the intersection),32.747896,-96.837544,,,1
13154,13154,TYLER @ DAVIS - N - NS,TYLER @ DAVIS -Northbound -Near Side (before the intersection),32.749303,-96.837534,,,1
13155,13155,TYLER @ WINSTON - N - NS,TYLER @ WINSTON -Northbound -Near Side (before the intersection),32.751178,-96.837403,,,0
13156,13156,TYLER @ CANTY - N - FS,TYLER @ CANTY -Northbound -Far Side (after the intersection),32.752882,-96.837319,,,1
13157,13157,TYLER @ STEWART - N - NS,TYLER @ STEWART -Northbound -Near Side (before the intersection),32.755034,-96.837346,,,0
13158,13158,TYLER @ SALMON - N - NS,TYLER @ SALMON -Northbound -Near Side (before the intersection),32.757032,-96.837393,,,0
13159,13159,SYLVAN @ RAINBOW - N - FS,SYLVAN @ RAINBOW -Northbound -Far Side (after the intersection),32.760141,-96.835514,,,0
13161,13161,SYLVAN @ EVERGREEN HILLS - N - NS,SYLVAN @ EVERGREEN HILLS -Northbound -Near Side (before the intersection),32.764235,-96.835598,,,0
13162,13162,SYLVAN @ KESSLER - N - NS,SYLVAN @ KESSLER -Northbound -Near Side (before the intersection),32.766436,-96.835497,,,0
13164,13164,COMMERCE @ LANGFORD - E - NS,COMMERCE @ LANGFORD -Eastbound -Near Side (before the intersection),32.774247,-96.825239,,,1
13165,13165,COMMERCE @ LEW STERRETT CROSSWALK - W - NS,COMMERCE @ LEW STERRETT CROSSWALK -Westbound -Near Side (before the intersection),32.776756,-96.814362,,,1
13166,13166,SYLVAN @ FT WORTH - S - FS,SYLVAN @ FT WORTH -Southbound -Far Side (after the intersection),32.769161,-96.835876,,,1
13168,13168,SYLVAN @ EVERGREEN HILLS - S - NS,SYLVAN @ EVERGREEN HILLS -Southbound -Near Side (before the intersection),32.764077,-96.835829,,,0
13170,13170,SYLVAN @ RAINBOW - S - NS,SYLVAN @ RAINBOW -Southbound -Near Side (before the intersection),32.760384,-96.835729,,,0
13171,13171,TYLER @ COLORADO - S - FS,TYLER @ COLORADO -Southbound -Far Side (after the intersection),32.758319,-96.836815,,,0
13172,13172,TYLER @ SALMON - S - NS,TYLER @ SALMON -Southbound -Near Side (before the intersection),32.757198,-96.837593,,,0
13173,13173,TYLER @ STEWART - S - NS,TYLER @ STEWART -Southbound -Near Side (before the intersection),32.755191,-96.837555,,,0
13174,13174,TYLER @ EVERTS - S - NS,TYLER @ EVERTS -Southbound -Near Side (before the intersection),32.753346,-96.837591,,,0
13175,13175,POLK @ CANTY - S - FS,POLK @ CANTY -Southbound -Far Side (after the intersection),32.75204,-96.837647,,,0
13176,13176,POLK @ DAVIS - S - NS,POLK @ DAVIS -Southbound -Near Side (before the intersection),32.749694,-96.839417,,,0
13177,13177,POLK @ 8TH - S - NS,POLK @ 8TH -Southbound -Near Side (before the intersection),32.748256,-96.839463,,,0
13178,13178,POLK @ 9TH - S - MB,POLK @ 9TH -Southbound -Mid Block (not near the intersection),32.746837,-96.839475,,,0
13179,13179,POLK @ 10TH - S - NS,POLK @ 10TH -Southbound -Near Side (before the intersection),32.74525,-96.83947,,,0
13180,13180,POLK @ JEFFERSON - S - NS,POLK @ JEFFERSON -Southbound -Near Side (before the intersection),32.743362,-96.839478,,,1
13181,13181,POLK @ 12TH - S - NS,POLK @ 12TH -Southbound -Near Side (before the intersection),32.741699,-96.839486,,,0
13182,13182,POLK CUTOFF @ PAGE - S - NS,POLK CUTOFF @ PAGE -Southbound -Near Side (before the intersection),32.740379,-96.839013,,,0
13183,13183,TYLER @ PEMBROKE - S - NS,TYLER @ PEMBROKE -Southbound -Near Side (before the intersection),32.738563,-96.837693,,,0
13184,13184,TYLER @ BURLINGTON - S - NS,TYLER @ BURLINGTON -Southbound -Near Side (before the intersection),32.73698,-96.837685,,,1
13185,13185,TYLER @ CLARENDON - S - NS,TYLER @ CLARENDON -Southbound -Near Side (before the intersection),32.73545,-96.83767,,,0
13188,13188,VERNON @ ELMDALE - S - NS,VERNON @ ELMDALE -Southbound -Near Side (before the intersection),32.730644,-96.836953,,,0
13189,13189,VERNON @ PIONEER - S - NS,VERNON @ PIONEER -Southbound -Near Side (before the intersection),32.72805,-96.836838,,,0
13190,13190,VERNON @ FERNDALE - S - NS,VERNON @ FERNDALE -Southbound -Near Side (before the intersection),32.726314,-96.836815,,,0
13191,13191,VERNON @ WILBUR - S - NS,VERNON @ WILBUR -Southbound -Near Side (before the intersection),32.722591,-96.836853,,,0
13192,13192,PINELAND @ FAIR OAKS - E - MB,PINELAND @ FAIR OAKS -Eastbound -Mid Block (not near the intersection),32.876041,-96.755295,,,1
13193,13193,FAIR OAKS @ PHOENIX - S - NS,FAIR OAKS @ PHOENIX -Southbound -Near Side (before the intersection),32.874099,-96.756707,,,1
13195,13195,RIDGECREST @ HEMLOCK- E - MB,RIDGECREST @ HEMLOCK-Eastbound -Mid Block (not near the intersection),32.870425,-96.75944,,,0
13196,13196,RIDGECREST @ EASTRIDGE - E - MB1,RIDGECREST @ EASTRIDGE -Eastbound -Mid Block 1 (not near the intersection),32.869297,-96.758052,,,1
13199,13199,RIDGECREST @ EASTRIDGE - E - MB3,RIDGECREST @ EASTRIDGE -Eastbound -Mid Block 3 (not near the intersection),32.867338,-96.75548,,,0
13201,13201,RIDGECREST @ EASTRIDGE - E - NS,RIDGECREST @ EASTRIDGE -Eastbound -Near Side (before the intersection),32.866114,-96.750639,,,1
13203,13203,MELODY @ HEMLOCK - W - MB1,MELODY @ HEMLOCK -Westbound -Mid Block 1 (not near the intersection),32.86399,-96.751311,,,0
13204,13204,MELODY @ HEMLOCK - W - MB2,MELODY @ HEMLOCK -Westbound -Mid Block 2 (not near the intersection),32.86423,-96.752564,,,0
13205,13205,MELODY @ HEMLOCK - W - MB3,MELODY @ HEMLOCK -Westbound -Mid Block 3 (not near the intersection),32.864443,-96.753645,,,0
13206,13206,MELODY @ HEMLOCK - W - MB4,MELODY @ HEMLOCK -Westbound -Mid Block 4 (not near the intersection),32.864784,-96.755441,,,0
13207,13207,MELODY @ HEMLOCK - W - MB5,MELODY @ HEMLOCK -Westbound -Mid Block 5 (not near the intersection),32.865383,-96.757103,,,0
13208,13208,MELODY @ HEMLOCK - W - MB6,MELODY @ HEMLOCK -Westbound -Mid Block 6 (not near the intersection),32.866203,-96.758203,,,0
13209,13209,MELODY @ HEMLOCK - W - NS,MELODY @ HEMLOCK -Westbound -Near Side (before the intersection),32.868587,-96.761062,,,0
13210,13210,MELODY @ SHADYBROOK - W - MB,MELODY @ SHADYBROOK -Westbound -Mid Block (not near the intersection),32.869647,-96.762299,,,1
13216,13216,SOUTHWESTERN @ CARUTH HAVEN - S - NS,SOUTHWESTERN @ CARUTH HAVEN -Southbound -Near Side (before the intersection),32.860603,-96.764855,,,1
13224,13224,MELODY @ HEMLOCK - E - NS,MELODY @ HEMLOCK -Eastbound -Near Side (before the intersection),32.86848,-96.761073,,,0
13225,13225,MELODY @ EASTRIDGE - E - MB1,MELODY @ EASTRIDGE -Eastbound -Mid Block 1 (not near the intersection),32.867157,-96.759583,,,0
13226,13226,MELODY @ EASTRIDGE - E - MB2,MELODY @ EASTRIDGE -Eastbound -Mid Block 2 (not near the intersection),32.866386,-96.758568,,,1
13227,13227,MELODY @ EASTRIDGE - E - MB3,MELODY @ EASTRIDGE -Eastbound -Mid Block 3 (not near the intersection),32.865558,-96.757485,,,0
13228,13228,MELODY @ EASTRIDGE - E - MB4,MELODY @ EASTRIDGE -Eastbound -Mid Block 4 (not near the intersection),32.864715,-96.755524,,,0
13229,13229,MELODY @ EASTRIDGE - E - MB5,MELODY @ EASTRIDGE -Eastbound -Mid Block 5 (not near the intersection),32.864437,-96.75409,,,0
13230,13230,MELODY @ EASTRIDGE - E - MB6,MELODY @ EASTRIDGE -Eastbound -Mid Block 6 (not near the intersection),32.864181,-96.752724,,,0
13231,13231,MELODY @ EASTRIDGE - E - MB7,MELODY @ EASTRIDGE -Eastbound -Mid Block 7 (not near the intersection),32.863964,-96.751603,,,0
13232,13232,EASTRIDGE @ MELODY - N - FS,EASTRIDGE @ MELODY -Northbound -Far Side (after the intersection),32.864318,-96.749665,,,1
13233,13233,RIDGECREST @ EASTRIDGE - W - FS,RIDGECREST @ EASTRIDGE -Westbound -Far Side (after the intersection),32.866228,-96.750598,,,1
13234,13234,RIDGECREST @ HEMLOCK - W - MB3,RIDGECREST @ HEMLOCK -Westbound -Mid Block 3 (not near the intersection),32.867351,-96.755402,,,0
13238,13238,RIDGECREST @ HEMLOCK - W - NS,RIDGECREST @ HEMLOCK -Westbound -Near Side (before the intersection),32.869884,-96.758638,,,0
13239,13239,RIDGECREST @ PARK - W - NS,RIDGECREST @ PARK -Westbound -Near Side (before the intersection),32.870995,-96.759896,,,0
13240,13240,FAIR OAKS @ PHOENIX - N - NS,FAIR OAKS @ PHOENIX -Northbound -Near Side (before the intersection),32.873798,-96.756913,,,1
13242,13242,ELSIE FAYE HEGGINS@ LELAND - W - NS,ELSIE FAYE HEGGINS@ LELAND -Westbound -Near Side (before the intersection),32.751911,-96.758427,,,1
13255,13255,MLK @ EDGEWOOD - N - NS,MLK @ EDGEWOOD -Northbound -Near Side (before the intersection),32.764885,-96.773217,,,0
13256,13256,MLK @ HARWOOD - S - NS,MLK @ HARWOOD -Southbound -Near Side (before the intersection),32.763595,-96.774964,,,1
13312,13312,OAK LAWN @ LEMMON - S - FS,OAK LAWN @ LEMMON -Southbound -Far Side (after the intersection),32.811588,-96.806165,,,1
13318,13318,MAPLE @ HOOD - S - NS,MAPLE @ HOOD -Southbound -Near Side (before the intersection),32.802716,-96.812747,,,1
13319,13319,MAPLE @ TURTLE CREEK - S - FS,MAPLE @ TURTLE CREEK -Southbound -Far Side (after the intersection),32.800891,-96.810729,,,1
13324,13324,ERVAY @ ELM - N - MB,ERVAY @ ELM -Northbound -Mid Block (not near the intersection),32.781626,-96.797277,,,1
13328,13328,MAPLE @ HOOD - N - FS,MAPLE @ HOOD -Northbound -Far Side (after the intersection),32.802959,-96.812874,,,1
13331,13331,OAK LAWN @ HALL - N - NS,OAK LAWN @ HALL -Northbound -Near Side (before the intersection),32.809965,-96.807829,,,0
13332,13332,OAK LAWN @ LEMMON - N - NS,OAK LAWN @ LEMMON -Northbound -Near Side (before the intersection),32.811731,-96.805693,,,0
13347,13347,NORTHWEST @ AMES - E - NS,NORTHWEST @ AMES -Eastbound -Near Side (before the intersection),32.865467,-96.807618,,,1
13365,13365,MALCOLM X @ MLK - N - NS,MALCOLM X @ MLK -Northbound -Near Side (before the intersection),32.76897,-96.768258,,,1
13367,13367,MLK @ MEADOW - N - NS,MLK @ MEADOW -Northbound -Near Side (before the intersection),32.77209,-96.764939,,,1
13369,13369,ROBERT B CULLUM @ GRAND - N - FS,ROBERT B CULLUM @ GRAND -Northbound -Far Side (after the intersection),32.777889,-96.765404,,,1
13371,13371,PEAK @ MAIN - W - NS,PEAK @ MAIN -Westbound -Near Side (before the intersection),32.789905,-96.768816,,,0
13372,13372,PEAK @ ELM - W - FS,PEAK @ ELM -Westbound -Far Side (after the intersection),32.791244,-96.770395,,,1
13373,13373,PEAK @ VICTOR - W - NS,PEAK @ VICTOR -Westbound -Near Side (before the intersection),32.792131,-96.771419,,,0
13375,13375,PEAK @ GASTON - W - NS,PEAK @ GASTON -Westbound -Near Side (before the intersection),32.795204,-96.775055,,,1
13377,13377,PEAK @ LIVE OAK - W - NS,PEAK @ LIVE OAK -Westbound -Near Side (before the intersection),32.79778,-96.777999,,,1
13380,13380,PEAK @ MUNGER - W - NS,PEAK @ MUNGER -Westbound -Near Side (before the intersection),32.802681,-96.783783,,,0
13385,13385,BLACKBURN @ TURTLE CREEK - W - MB,BLACKBURN @ TURTLE CREEK -Westbound -Mid Block (not near the intersection),32.811151,-96.798506,,,1
13386,13386,OAK LAWN @ HOLLAND - S - MB,OAK LAWN @ HOLLAND -Southbound -Mid Block (not near the intersection),32.813899,-96.803391,,,1
13389,13389,MAPLE @ HONDO - N - FS,MAPLE @ HONDO -Northbound -Far Side (after the intersection),32.810401,-96.821282,,,0
13390,13390,MAPLE @ LUCAS - S - NS,MAPLE @ LUCAS -Southbound -Near Side (before the intersection),32.811599,-96.822815,,,1
13391,13391,MEDICAL DISTRICT @ MAPLE - S - FS,MEDICAL DISTRICT @ MAPLE -Southbound -Far Side (after the intersection),32.814742,-96.829445,,,0
13393,13393,MEDICAL DISTRICT @ HARRY HINES - S - MB,MEDICAL DISTRICT @ HARRY HINES -Southbound -Mid Block (not near the intersection),32.810804,-96.834023,,,0
