SERVICE_ID,BLOCK_ID,PULLOUTTIME,PULLINTIME
20,60001,13710,92070
20,60002,10800,86970
20,60003,15600,83070
20,60004,13080,91410
20,60005,17400,90210
20,60006,14880,88620
20,60007,22800,90270
20,60008,19080,94020
20,60141,12300,89460
20,60142,12750,80970
20,60143,14280,85470
20,60144,14580,90420
20,60145,16380,81870
20,60146,17280,92910
20,60147,18180,93870
20,60148,19380,92220
20,60149,21780,91110
20,60261,12120,84690
20,60262,0,92910
20,60263,13920,91110
20,60264,15870,84570
20,60265,15570,80910
20,60266,17670,92490
20,60267,18120,90690
20,60268,18840,94290
20,60269,21300,89310
20,60381,9990,89910
20,60382,12390,82290
20,60383,14190,83460
20,60384,15990,84510
20,60385,17790,87210
20,60386,18270,93510
20,60387,18570,84420
20,60388,13650,94620
20,60389,20370,86520
20,60390,21450,82620
20,62031,18540,88080
20,62032,19620,86460
20,66401,15000,88500
20,66402,18600,92100
20,66403,22200,84900
21,60001,13710,92070
21,60002,14820,82920
21,60003,15600,83070
21,60004,16920,93120
21,60005,17400,90210
21,60006,18720,84720
21,60007,22800,90270
21,60008,22920,90120
21,60141,12300,89460
21,60142,12750,80970
21,60143,14280,85470
21,60144,14580,90420
21,60145,16380,81870
21,60146,17280,92910
21,60147,18180,93870
21,60148,19380,92220
21,60149,21780,91110
21,60261,12120,84690
21,60262,14070,92910
21,60263,13920,91110
21,60264,15870,84570
21,60265,15570,80910
21,60266,17670,92490
21,60267,18120,90690
21,60268,18840,94290
21,60269,21300,94320
21,60381,9990,93510
21,60382,12390,84510
21,60383,13650,81720
21,60384,14190,86010
21,60385,15990,87210
21,60386,17820,80700
21,60387,17790,89910
21,60388,18120,31920
21,60389,18570,86520
21,60390,20370,72300
21,60391,21390,91710
21,60392,54720,81120
21,62031,18540,87660
21,62032,19620,86760
21,66101,14280,0
21,66102,14640,88620
21,66103,16080,38220
21,66104,16440,37020
21,66105,17880,0
21,66106,18240,34620
21,66107,52020,74220
21,66108,55620,73020
21,66109,59220,70620
21,66401,11400,66900
21,66402,15000,70500
21,66403,16800,34500
21,66404,18600,84900
21,66405,22200,30900
21,66406,51000,88500
21,66407,54600,92100
902,88411,22320,56280
902,88412,22320,59880
902,88413,23040,58800
902,88414,23760,59520
902,88415,51360,86160
902,88416,54720,85800
902,88417,54720,84720
902,88418,55440,85440
1002,88401,22320,57720
1002,88402,22320,57060
1002,88403,23040,57780
1002,88404,52560,86580
1002,88405,52560,85140
1002,88406,53280,85860
1521,66101,14280,0
1521,66105,17880,0
1621,66101,14280,90420
1621,66105,17880,94020
